turn,province_index,province,raw_entering_ra,consumed_ra,return_guard_state,return_guard_delta_consumed_minus_raw,raw_firm_wage,raw_firm_wage_status,source_entering_firm_wage_variable,guarded_wjt,wage_guard_state,source_entering_household_wage_variable,consumed_household_composite_wage,standalone_comparable_wage,wage_identity,wage_mapping_receipt,projection_class,nearest_observed_ra,nearest_observed_wage,distance_ra,distance_wage,nearest_observed_health_label,nearest_selection_rule,closest_wage_slice_ra_position,descriptive_use_only,accepted_hjb_converged,accepted_hjb_iterations,accepted_output_exact,source_province_metrics,source_province_metrics_sha256
1,0,北京,0.07859282907432666,0.07859282907432666,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.319859030118984,18.319859030118984,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00140717092567334,17.019859030118984,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,17,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,1,天津,0.06490365475420734,0.06490365475420734,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.198003011640164,18.198003011640164,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.065,1.3,0.00009634524579266,16.898003011640164,INTERIOR_A_DISTRIBUTION_CANDIDATE,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,27,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,2,河北,0.08640803056619092,0.08640803056619092,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.121763089356133,18.121763089356133,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00359196943380908,16.821763089356133,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,35,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,3,山西,0.08643576394514026,0.08643576394514026,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.203099062044032,18.203099062044032,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00356423605485974,16.903099062044032,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,49,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,4,内蒙古,0.07370607384987489,0.07370607384987489,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,17.638053822269907,17.638053822269907,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.0725,1.3,0.00120607384987489,16.338053822269907,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,26,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,5,辽宁,0.08254889155973023,0.08254889155973023,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,16.72579387534917,16.72579387534917,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00254889155973023,15.42579387534917,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,15,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,6,吉林,0.0786566974876448,0.0786566974876448,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,15.98491210464971,15.98491210464971,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.0013433025123552,14.68491210464971,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,15,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,7,黑龙江,0.08488059053640952,0.08488059053640952,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,14.782111996765861,14.782111996765861,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00488059053640952,13.482111996765861,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,13,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,8,上海,0.0786410648427616,0.0786410648427616,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.0332764190634,18.0332764190634,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.0013589351572384,16.7332764190634,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,18,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,9,江苏,0.08042908909180554,0.08042908909180554,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.287049574345293,18.287049574345293,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00042908909180554,16.987049574345293,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,17,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,10,浙江,0.08335304818599189,0.08335304818599189,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.00489758044457,18.00489758044457,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00335304818599189,16.70489758044457,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,15,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,11,安徽,0.08895777765800762,0.08895777765800762,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.29792118969518,18.29792118969518,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00104222234199238,16.99792118969518,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,12,福建,0.08227353131506258,0.08227353131506258,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,17.622512150269692,17.622512150269692,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00227353131506258,16.322512150269692,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,14,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,13,江西,0.08911960456738838,0.08911960456738838,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.066338850784597,18.066338850784597,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00088039543261162,16.766338850784597,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,14,山东,0.08264908560515918,0.08264908560515918,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.321743106447045,18.321743106447045,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.08,1.3,0.00264908560515918,17.021743106447045,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,15,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,15,河南,0.08521809867670735,0.08521809867670735,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.484175006636022,18.484175006636022,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00478190132329265,17.184175006636022,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,16,湖北,0.0851220223749261,0.0851220223749261,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.519697907284154,18.519697907284154,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.0048779776250739,17.219697907284154,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,17,湖南,0.0872058027276669,0.0872058027276669,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.15409814981755,18.15409814981755,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.0027941972723331,16.85409814981755,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,18,广东,0.086287673370157,0.086287673370157,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,17.286415001574493,17.286415001574493,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.003712326629843,15.986415001574493,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,19,广西,0.08756544677060778,0.08756544677060778,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,16.822125649139746,16.822125649139746,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00243455322939222,15.522125649139746,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,20,海南,0.08665876897535335,0.08665876897535335,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,16.244721014420247,16.244721014420247,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00334123102464665,14.944721014420247,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,true,14,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,21,重庆,0.08592885327235546,0.08592885327235546,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,18.070548844406634,18.070548844406634,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00407114672764454,16.770548844406634,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
1,22,四川,0.08906225625677495,0.08906225625677495,NOT_APPLIED_BOOTSTRAP,0,,UNAVAILABLE_IN_ACCEPTED_COMPACT_PROVINCIAL_INPUT_EVIDENCE,wjt,1.3,UPPER,w / results.w,17.717335154425694,17.717335154425694,results.w == HouseholdInputs.wages[0] == standalone HouseholdInputs.wages[0],wage_mapping_receipt.json,UNOBSERVED_OR_INTERPOLATION_NOT_AUTHORIZED,0.09,1.3,0.00093774374322505,16.417335154425694,UPPER_A_BOUNDARY_PILEUP,MIN_ABSOLUTE_WAGE_DISTANCE_THEN_MIN_ABSOLUTE_RA_DISTANCE,BETWEEN_OBSERVED_RA_POINTS_AT_CLOSEST_WAGE_SLICE,DESCRIPTIVE_ONLY__NOT_ADMISSIBILITY_CLASSIFICATION,false,100,true,docs/evidence/ch5_mp4c_k1_hjb_convergence_mechanism_turn1_turn2/province_metrics.csv,d07805266f228268b231cab51a4b9fed34d6bee918c3c60d618bbf48286bbd1c
