A,A_plus_B,B,C,CAP,GDP,GovInv,L,POP,adaptation_gate_open,alpha,destination_lt_supply,entering_Lt_prev,entering_Yt,entering_firm_ra,firm_ra0,firm_ra_used,firm_rk,firm_source_Lt_prev,firm_wage_raw,firm_wage_used,govinv_action,govinv_after,hjb_converged,hjb_iterations,hjb_statistic,household_Lt_return,household_composite_wage,household_rah,household_rb,kfe_density_max,kfe_density_min,kfe_diagnostic_status,kfe_negative_entry_count,kfe_normalized_mass,kfe_raw_residual_inf,kfe_returned,kfe_source_free_normwise_ratio,kfe_source_free_residual_inf,kfe_source_free_residual_scale,kfe_upper_b_face_mass,kfe_weighted_negative_mass,nk_gap,province,province_index,ra_clipped_lower,ra_clipped_upper,rah_source,rah_source_value,ramax,ramin,same_year_Zt,turn,wage_clipped_lower,wage_clipped_upper,wjtmax,wjtmin,yt_gap,zt_adjusted,zt_after
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,537317983065.375,30319980.0,537317983065.375,0.647623598114104,219200.0,False,0.772866243094144,4438031.940787546,219200.0,30319980.0,0.09,-0.024915403395398186,0.02,8.337528617566764e-05,0.647623598114104,2.966578718527173,1.3,NONE,537317983065.375,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,40356.098885869586,北京,0,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0015949382639870576,1,False,True,1.3,0.8,0.9802332168936243,False,0.0015949382639870576
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,679051452789.948,13362920.0,679051452789.948,0.647623598114104,138300.0,False,0.772866243094144,4483826.504912463,138300.0,13362920.0,0.09,-0.024967167975220465,0.02,3.235802929187647e-05,0.647623598114104,1.4401690728067909,1.3,NONE,679051452789.948,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,50480.56569762514,天津,1,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0006512817940029328,1,False,True,1.3,0.8,1.203737548786156,False,0.0006512817940029328
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,1692566739665.9175,32494600.0,1692566739665.9175,0.647623598114104,755600.0,False,0.772866243094144,4605981.220656944,755600.0,32494600.0,0.09,-0.024978086510754612,0.02,2.1597123625892055e-05,0.647623598114104,2.3323674575551907,1.3,NONE,1692566739665.9175,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,122489.51445656223,河北,2,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.000531645825183819,1,False,True,1.3,0.8,0.5076721720073598,False,0.000531645825183819
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,663511099837.9441,15958130.0,663511099837.9441,0.647623598114104,350200.0,False,0.772866243094144,4597049.9688845305,350200.0,15958130.0,0.09,-0.02496732273943252,0.02,3.22054995025825e-05,0.647623598114104,1.3660813077251024,1.3,NONE,663511099837.9441,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,48110.3905239026,山西,3,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0006411700755120038,1,False,True,1.3,0.8,0.7946209492260017,False,0.0006411700755120038
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,892802329669.4608,16140760.0,892802329669.4608,0.647623598114104,242200.0,False,0.772866243094144,4496926.330784098,242200.0,16140760.0,0.09,-0.024973424466956922,0.02,2.6191862010195765e-05,0.647623598114104,1.528211289573283,1.3,NONE,892802329669.4608,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,66177.73011039507,内蒙古,4,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0005606100998367917,1,False,True,1.3,0.8,0.9416643811659808,False,0.0005606100998367917
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,1105264754694.1694,23510500.0,1105264754694.1694,0.647623598114104,429100.0,False,0.772866243094144,4487423.150537921,429100.0,23510500.0,0.09,-0.024972553705813198,0.02,2.7050051708520854e-05,0.647623598114104,1.9580097821581877,1.3,NONE,1105264754694.1694,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,82099.9452358542,辽宁,5,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0006080357566442692,1,False,True,1.3,0.8,0.7043115507736155,False,0.0006080357566442692
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,740712965919.6627,11253810.0,740712965919.6627,0.647623598114104,248400.0,False,0.772866243094144,4470836.859874487,248400.0,11253810.0,0.09,-0.024977823365531643,0.02,2.1856470586156372e-05,0.647623598114104,1.0641887797324172,1.0641887797324172,NONE,740712965919.6627,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,55224.54907598369,吉林,6,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0004489797639331647,1,False,False,1.3,0.8,0.9279993448212815,False,0.0004489797639331647
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,654911264062.3204,12846500.0,654911264062.3204,0.647623598114104,332700.0,False,0.772866243094144,4418143.962002142,332700.0,12846500.0,0.09,-0.024973278839785427,0.02,2.6335387286928928e-05,0.647623598114104,1.1472547128230868,1.1472547128230868,NONE,654911264062.3204,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,49409.76076028184,黑龙江,7,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0005274868982764897,1,False,False,1.3,0.8,0.7993425509240843,False,0.0005274868982764897
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,492773836983.48627,36011820.0,492773836983.48627,0.647623598114104,247539.0,False,0.772866243094144,4442235.9411315145,247539.0,36011820.0,0.09,-0.024893401067352623,0.02,0.00010505996819823816,0.647623598114104,3.4250025183909516,1.3,NONE,492773836983.48627,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,36975.43436191792,上海,8,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.001970216149288438,1,False,True,1.3,0.8,0.9267101867522218,False,0.001970216149288438
7.274097868486394,11.972375335433068,4.6982774669466725,11.400731651949162,2690386204893.7324,92595400.0,2690386204893.7324,0.647623598114104,844600.0,False,0.772866243094144,4490403.245411582,844600.0,92595400.0,0.09,-0.024961917091547176,0.02,3.753310409151023e-05,0.647623598114104,6.608777901336723,1.3,NONE,2690386204893.7324,True,64,3.5073277615538245e-11,0.647623598114104,20.0,0.09,0.02,0.9652556342238118,-7.188357446776189e-17,DIAGNOSTIC_ONLY,53,0.9999999999999999,2.8456122435781354e-17,True,0.10168074107838548,4.686593832556137,46.09126352593409,0.6788488413365447,-7.276860876773986e-17,199712.79916574285,江苏,9,True,False,canonical_initial_state.scalars.rah,0.09,0.09,0.02,0.0010324350826082535,1,False,True,1.3,0.8,0.4615580549729106,False,0.0010324350826082535
