A,A_plus_B,B,C,CAP,GDP,GDP_level_gap,GovInv,GovInv_C1_MU,GovInv_C1_over_Ktarget,GovInv_after_MU,GovInv_after_over_Ktarget,GovInv_before_MU,GovInv_before_over_Ktarget,Kt_supply_private_MU,Ktarget_2018_MU,L,Ltarget_proxy_NU,POP,Y,Zt,Zt_after,Zt_before,adaptation_gate_open,alpha,c1_accounting_abs_residual_MU,capital_gap_after_MU,capital_gap_before_MU,continuation_status,destination_lt_supply,downstream_kfe_attempted,downstream_kfe_returned,entering_Lt_prev,entering_Yt,entering_firm_ra,firm_K_total_MU,firm_K_total_over_Ktarget,firm_Lt_over_population_proxy,firm_Lt_supply,firm_ra0,firm_ra_used,firm_rk,firm_source_Lt_prev,firm_wage_raw,firm_wage_used,govinv_action,hjb_acceptance_classification,hjb_converged,hjb_iterations,hjb_statistic,household_Lt_return,household_composite_wage,household_rah,household_rb,kfe_diagnostic_status,kfe_raw_residual_inf,kfe_returned,kfe_source_free_normwise_ratio,kfe_source_free_residual_inf,nk_gap,private_K_at_or_above_target,private_K_over_Ktarget,province,province_index,ra_clipped_lower,ra_clipped_upper,rah_source,ramax,ramin,residual_floor_binding,same_year_Zt,source_all_hjb_converged,source_final_predicate,source_household_count,source_ra_lower_count,source_ra_upper_count,source_wage_lower_count,source_wage_upper_count,turn,wage_clipped_lower,wage_clipped_upper,wjtmax,wjtmin,yt_gap,zt_adjusted
7.2814135433904825,11.976253722556251,4.6948401791657695,10.832654252332844,58719043.066994764,33106000.0,1.3109740639222616,58505237.88175724,58505237.88175724,0.9963588441829069,58505237.88175724,0.9963588441829069,58505237.88175724,0.9963588441829069,213805.18523752742,58719043.066994764,0.6639444000102773,219200.0,219200.0,76507107.36021039,2.437920774687262,2.437920774687262,2.437920774687262,False,0.7380939146868483,0.0,0.0,58505237.88175724,CONTINUED_TO_HOUSEHOLD_BATCH,5368701.505097189,True,True,219200.0,33106000.0,0.09,58719043.066994764,1.0,24.492251391866738,5368701.505097189,0.9645303327953562,0.09,0.9895303327953562,0.6639444000102773,3.840367512162725,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,17,8.547302199346518e-09,0.6639444000102773,18.319859030118984,0.07859282907432666,0.02,DIAGNOSTIC_ONLY,1.614953017235049e-17,True,0.12359893064079942,4.009611541389527,2.645763195640841,False,0.003641155817093086,北京,0,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,2.437920774687262,False,False,20,0,31,4,24,1,False,True,1.3,0.8,1.3109740639222616,False
7.27985472108661,11.979868295102222,4.700013574015612,11.103693258342576,64593598.72309723,13362900.0,1.6155958172537193,64382564.19141449,64382564.19141449,0.9967328878425336,64382564.19141449,0.9967328878425336,64382564.19141449,0.9967328878425336,211034.53168273813,64593598.72309723,0.674477675724933,138300.0,138300.0,34951945.34637973,1.034748432816036,1.034748432816036,1.034748432816036,False,0.7380939146868483,0.0,0.0,64382564.19141449,CONTINUED_TO_HOUSEHOLD_BATCH,5434689.380967647,True,True,138300.0,13362900.0,0.09,64593598.72309723,1.0,39.29638019499383,5434689.380967647,0.3665893670146143,0.09,0.39158936701461433,0.674477675724933,1.6515039218037126,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,27,3.770028733640629e-11,0.674477675724933,18.198003011640164,0.06490365475420734,0.02,DIAGNOSTIC_ONLY,1.609023786604269e-17,True,0.1460882751544755,3.3740519150699124,2.961808682160987,False,0.003267112157466416,天津,1,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,1.034748432816036,False,False,20,0,31,4,24,1,False,True,1.3,0.8,1.6155958172537193,False
7.285540421362414,11.974594149045522,4.689053727683108,10.558430329101128,113705229.18254791,32494600.0,0.6958771067784411,113491942.07633151,113491942.07633151,0.9981242102254244,113491942.07633151,0.9981242102254244,113491942.07633151,0.9981242102254244,213287.10621640403,113705229.18254791,0.6601134967866474,742600.0,742600.0,55106848.23392273,1.067338636199028,1.067338636199028,1.067338636199028,False,0.7380939146868483,0.0,0.0,113491942.07633151,CONTINUED_TO_HOUSEHOLD_BATCH,5579817.062945651,True,True,742600.0,32494600.0,0.09,113705229.18254791,1.0,7.513893163137155,5579817.062945651,0.3295641733702322,0.09,0.3545641733702322,0.6601134967866474,2.563830397533021,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,35,2.8269918406209626e-08,0.6601134967866474,18.121763089356133,0.08640803056619092,0.02,DIAGNOSTIC_ONLY,1.2468324983583301e-17,True,0.11373130212702849,4.3380529827671905,5.792649764908337,False,0.0018757897745756487,河北,2,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,1.067338636199028,False,False,20,0,31,4,24,1,False,True,1.3,0.8,0.6958771067784411,False
7.284866502416373,11.974394344628905,4.689527842212533,10.597839877871897,53478727.38884524,15958100.0,1.0641078037240366,53261281.73335349,53261281.73335349,0.9959339784974556,53261281.73335349,0.9959339784974556,53261281.73335349,0.9959339784974556,217445.6554917545,53478727.38884524,0.6596120927891331,350200.0,350200.0,32939238.74260855,1.1136984900932783,1.1136984900932783,1.1136984900932783,False,0.7380939146868483,0.0,0.0,53261281.73335349,CONTINUED_TO_HOUSEHOLD_BATCH,5572056.408280555,True,True,350200.0,15958100.0,0.09,53478727.38884524,1.0,15.91106912701472,5572056.408280555,0.4263907062621223,0.09,0.4513907062621223,0.6596120927891331,1.5372770273999365,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,49,2.10115258525434e-10,0.6596120927891331,18.203099062044032,0.08643576394514026,0.02,DIAGNOSTIC_ONLY,1.61128615346274e-17,True,0.0007910272049006893,4.347984625060495,2.1992214645309556,False,0.004066021502544393,山西,3,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,1.1136984900932783,False,False,20,0,31,4,24,1,False,True,1.3,0.8,1.0641078037240366,False
7.290695301981074,11.985330725925012,4.694635423943938,10.616873173331285,82165502.99427319,16140800.0,1.2603399135039592,81955908.1308653,81955908.1308653,0.9974491136088769,81955908.1308653,0.9974491136088769,81955908.1308653,0.9974491136088769,209594.86340788676,82165502.99427319,0.6719414867687957,242200.0,242200.0,36483694.475884706,0.9036347315500086,0.9036347315500086,0.9036347315500086,False,0.7380939146868483,0.0,0.0,81955908.1308653,CONTINUED_TO_HOUSEHOLD_BATCH,5450885.927139339,True,True,242200.0,16140800.0,0.09,82165502.99427319,1.0,22.505722242524108,5450885.927139339,0.2961838594568849,0.09,0.32087079730790763,0.6719414867687957,1.716273839247276,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,26,4.778821782736031e-11,0.6719414867687957,17.638053822269907,0.07370607384987489,0.02,DIAGNOSTIC_ONLY,1.3396384722580728e-17,True,0.1361476686906145,3.7071520477273117,4.024596251726135,False,0.0025508863911232337,内蒙古,4,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,0.9036347315500086,False,False,20,0,31,4,24,1,False,True,1.3,0.8,1.2603399135039592,False
7.2972863401635415,11.980188774909521,4.682902434745981,9.949935463621017,90061052.78222083,23510500.0,0.9448290062185114,89849317.57381403,89849317.57381403,0.9976489814202062,89849317.57381403,0.9976489814202062,89849317.57381403,0.9976489814202062,211735.20840679316,90061052.78222083,0.6713203024088547,429100.0,429100.0,45723902.35070031,1.0589248653382726,1.0589248653382726,1.0589248653382726,False,0.7380939146868483,0.0,0.0,89849317.57381403,CONTINUED_TO_HOUSEHOLD_BATCH,5439446.864518635,True,True,429100.0,23510500.0,0.09,90061052.78222083,1.0,12.676408446792438,5439446.864518635,0.3451706684814465,0.09,0.37017066848144653,0.6713203024088547,2.1747946124035207,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,15,4.6158866284784494e-08,0.6713203024088547,16.72579387534917,0.08254889155973023,0.02,DIAGNOSTIC_ONLY,1.2760866077949428e-17,True,0.12646115787990045,4.015444133300624,4.519008030619599,False,0.002351018579793821,辽宁,5,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,1.0589248653382726,False,False,20,0,31,4,24,1,False,True,1.3,0.8,0.9448290062185114,False
7.306324473833281,11.987582120383966,4.681257646550685,9.665849490645694,66308917.7271201,11253800.0,1.2420270932695647,66096066.69861572,66096066.69861572,0.9967900090093413,66096066.69861572,0.9967900090093413,66096066.69861572,0.9967900090093413,212851.0285043764,66308917.7271201,0.6791781246847705,248400.0,248400.0,25231324.502237026,0.7331983987589327,0.7331983987589327,0.7331983987589327,False,0.7380939146868483,0.0,0.0,66096066.69861572,CONTINUED_TO_HOUSEHOLD_BATCH,5419451.9390971605,True,True,248400.0,11253800.0,0.09,66308917.7271201,1.0,21.817439368346058,5419451.9390971605,0.2502570646414367,0.09,0.2739529904471632,0.6791781246847705,1.1893962923482995,1.1893962923482995,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,15,3.5706573253690976e-09,0.6791781246847705,15.98491210464971,0.0786566974876448,0.02,DIAGNOSTIC_ONLY,2.564019563415022e-17,True,0.13766358952089844,3.7564279910675893,3.0784516264921225,False,0.003209990990658578,吉林,6,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,0.7331983987589327,False,False,20,0,31,4,24,1,False,False,1.3,0.8,1.2420270932695647,False
7.319571303590979,11.987754407147822,4.668183103556843,8.926366475532,58424879.89838116,12846500.0,1.0704163091281762,58208787.75555803,58208787.75555803,0.9963013677871657,58208787.75555803,0.9963013677871657,58208787.75555803,0.9963013677871657,216092.14282312893,58424879.89838116,0.6836297374851197,332700.0,332700.0,26597603.115215115,0.8512301435859188,0.8512301435859188,0.8512301435859188,False,0.7380939146868483,0.0,0.0,58208787.75555803,CONTINUED_TO_HOUSEHOLD_BATCH,5355652.504028498,True,True,332700.0,12846500.0,0.09,58424879.89838116,1.0,16.09754284348812,5355652.504028498,0.30504659658446637,0.09,0.3300465965844664,0.6836297374851197,1.2775992877170088,1.2775992877170088,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,13,7.462075846120797e-09,0.6836297374851197,14.782111996765861,0.08488059053640952,0.02,DIAGNOSTIC_ONLY,1.7604732775733378e-17,True,0.13543040042248977,3.8837673933793297,2.63633748669804,False,0.003698632212834321,黑龙江,7,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,0.8512301435859188,False,False,20,0,31,4,24,1,False,False,1.3,0.8,1.0704163091281762,False
7.284165435653269,11.977394886237489,4.69322945058422,10.689503573854708,66125294.30800852,36011800.0,1.2404104859537046,65912399.68835613,65912399.68835613,0.9967804359605458,65912399.68835613,0.9967804359605458,65912399.68835613,0.9967804359605458,212894.61965239004,66125294.30800852,0.6656559065380905,247500.0,247500.0,80681214.33806762,2.353254580746131,2.353254580746131,2.353254580746131,False,0.7380939146868483,0.0,0.0,65912399.68835613,CONTINUED_TO_HOUSEHOLD_BATCH,5384965.240367837,True,True,247500.0,36011800.0,0.09,66125294.30800852,1.0,21.757435314617524,5384965.240367837,0.8992913814531691,0.09,0.9242913814531691,0.6656559065380905,4.027426113595344,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,18,3.760773470418144e-09,0.6656559065380905,18.0332764190634,0.0786410648427616,0.02,DIAGNOSTIC_ONLY,1.8495811436244902e-17,True,0.12507969639608918,3.981897380783516,3.0932046513694003,False,0.0032195640394542045,上海,8,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,2.353254580746131,False,False,20,0,31,4,24,1,False,True,1.3,0.8,1.2404104859537046,False
7.281748896323775,11.975260402886857,4.693511506563083,10.772692990875354,203535217.25929242,93207600.0,0.6289804811565505,203337725.87156624,203337725.87156624,0.9990296942692006,203337725.87156624,0.9990296942692006,203337725.87156624,0.9990296942692006,197491.38772618957,203535217.25929242,0.6628712791095902,844600.0,844600.0,151833361.0954473,1.9260565786278652,1.9260565786278652,1.9260565786278652,False,0.7380939146868483,0.0,0.0,203337725.87156624,CONTINUED_TO_HOUSEHOLD_BATCH,5442273.339288691,True,True,844600.0,93207600.0,0.09,203535217.25929242,1.0,6.443610394611285,5442273.339288691,0.5336284710994464,0.09,0.5586284710994465,0.6628712791095902,7.413379714079513,1.3,C1_RESIDUAL_LEVEL__NO_C0_ACTION,HJB_CONVERGED,True,17,4.77480961436072e-08,0.6628712791095902,18.287049574345293,0.08042908909180554,0.02,DIAGNOSTIC_ONLY,2.465448104785966e-17,True,0.12097274430566919,4.090455517989632,11.466311078125955,False,0.0009703057307993861,江苏,9,False,True,accepted_corrected_2018_runtime.rah0,0.09,0.02,False,1.9260565786278652,False,False,20,0,31,4,24,1,False,True,1.3,0.8,0.6289804811565505,False
