generation_turn,household_entry_turn,province,consumed_old_ra,old_ra_generation_turn,ratio,captured_rah,derived_rah,algebra_match,next_common_rah,next_common_match
1,2,北京,0.09,INITIALIZATION,0.12116569491184198,0.07993173548689111,0.07993173548689111,True,0.07993173548689111,True
1,2,天津,0.09,INITIALIZATION,0.19817398532280342,0.07348694778018657,0.07348694778018657,True,0.07348694778018657,True
1,2,河北,0.09,INITIALIZATION,0.04042780400496038,0.08665044342793835,0.08665044342793835,True,0.08665044342793835,True
1,2,山西,0.09,INITIALIZATION,0.0385356371748285,0.08680743348666484,0.08680743348666484,True,0.08680743348666484,True
1,2,内蒙古,0.09,INITIALIZATION,0.13838331231905796,0.07849388952014204,0.07849388952014204,True,0.07849388952014204,True
1,2,辽宁,0.09,INITIALIZATION,0.07632297463521798,0.08366820932271848,0.08366820932271848,True,0.08366820932271848,True
1,2,吉林,0.09,INITIALIZATION,0.1023070236880023,0.08150458506614482,0.08150458506614482,True,0.08150458506614482,True
1,2,黑龙江,0.09,INITIALIZATION,0.06479729188901276,0.08462662600480349,0.08462662600480349,True,0.08462662600480349,True
1,2,上海,0.09,INITIALIZATION,0.11875593934055706,0.08013283266621211,0.08013283266621211,True,0.08013283266621211,True
1,2,江苏,0.09,INITIALIZATION,0.08033848825905156,0.0833341125806568,0.0833341125806568,True,0.0833341125806568,True
1,2,浙江,0.09,INITIALIZATION,0.06276806168696052,0.08479528386591365,0.08479528386591365,True,0.08479528386591365,True
1,2,安徽,0.09,INITIALIZATION,0.0,0.09,0.09,True,0.09,True
1,2,福建,0.09,INITIALIZATION,0.0649064986932153,0.08461754866716745,0.08461754866716745,True,0.08461754866716745,True
1,2,江西,0.09,INITIALIZATION,0.019675113595976762,0.08837108677417899,0.08837108677417899,True,0.08837108677417899,True
1,2,山东,0.09,INITIALIZATION,0.06892202679478683,0.08428372577944168,0.08428372577944168,True,0.08428372577944168,True
1,2,河南,0.09,INITIALIZATION,0.05937102807378291,0.08507757032464885,0.08507757032464885,True,0.08507757032464885,True
1,2,湖北,0.09,INITIALIZATION,0.040044697087704216,0.08668223093115598,0.08668223093115598,True,0.08668223093115598,True
1,2,湖南,0.09,INITIALIZATION,0.02206701218325156,0.08817290185883336,0.08817290185883336,True,0.08817290185883336,True
1,2,广东,0.09,INITIALIZATION,0.045048029371518965,0.08626702044498351,0.08626702044498351,True,0.08626702044498351,True
1,2,广西,0.09,INITIALIZATION,0.03637382456647036,0.08698676933295832,0.08698676933295832,True,0.08698676933295832,True
1,2,海南,0.09,INITIALIZATION,0.027963724364002344,0.0876841728940392,0.0876841728940392,True,0.0876841728940392,True
1,2,重庆,0.09,INITIALIZATION,0.049686711943930977,0.08588193688914225,0.08588193688914225,True,0.08588193688914225,True
1,2,四川,0.09,INITIALIZATION,0.010782650770128166,0.08910758620231143,0.08910758620231143,True,0.08910758620231143,True
1,2,贵州,0.09,INITIALIZATION,0.02212936068262254,0.08816773540648017,0.08816773540648017,True,0.08816773540648017,True
1,2,云南,0.09,INITIALIZATION,0.029568731957169938,0.0875511111690813,0.0875511111690813,True,0.0875511111690813,True
1,2,西藏,0.09,INITIALIZATION,0.2837596352791583,0.06628257775181406,0.06628257775181406,True,0.06628257775181406,True
1,2,陕西,0.09,INITIALIZATION,0.05109219959757891,0.08576523383998451,0.08576523383998451,True,0.08576523383998451,True
1,2,甘肃,0.09,INITIALIZATION,0.006163422815411727,0.08948997674836623,0.08948997674836623,True,0.08948997674836623,True
1,2,青海,0.09,INITIALIZATION,0.12022999455338848,0.08000982501437538,0.08000982501437538,True,0.08000982501437538,True
1,2,宁夏,0.09,INITIALIZATION,0.1230684752371874,0.07977292142174992,0.07977292142174992,True,0.07977292142174992,True
1,2,新疆,0.09,INITIALIZATION,0.3,0.06491054641571962,0.06491054641571962,True,0.06491054641571962,True
2,3,北京,0.02,1,0.12116569491184198,0.017762607885975803,0.017762607885975803,True,0.017762607885975803,True
2,3,天津,0.02,1,0.19817398532280342,0.01633043284004146,0.01633043284004146,True,0.01633043284004146,True
2,3,河北,0.02,1,0.04042780400496038,0.019255654095097413,0.019255654095097413,True,0.019255654095097413,True
2,3,山西,0.02,1,0.0385356371748285,0.01929054077481441,0.01929054077481441,True,0.01929054077481441,True
2,3,内蒙古,0.02,1,0.13838331231905796,0.017443086560031563,0.017443086560031563,True,0.017443086560031563,True
2,3,辽宁,0.02,1,0.07632297463521798,0.01859293540504855,0.01859293540504855,True,0.01859293540504855,True
2,3,吉林,0.02,1,0.1023070236880023,0.018112130014698847,0.018112130014698847,True,0.018112130014698847,True
2,3,黑龙江,0.02,1,0.06479729188901276,0.01880591688995633,0.01880591688995633,True,0.01880591688995633,True
2,3,上海,0.02,1,0.11875593934055706,0.01780729614804714,0.01780729614804714,True,0.01780729614804714,True
2,3,江苏,0.02,1,0.08033848825905156,0.018518691684590402,0.018518691684590402,True,0.018518691684590402,True
2,3,浙江,0.02,1,0.06276806168696052,0.018843396414647478,0.018843396414647478,True,0.018843396414647478,True
2,3,安徽,0.02,1,0.0,0.02,0.02,True,0.02,True
2,3,福建,0.02,1,0.0649064986932153,0.018803899703814988,0.018803899703814988,True,0.018803899703814988,True
2,3,江西,0.02,1,0.019675113595976762,0.019638019283150888,0.019638019283150888,True,0.019638019283150888,True
2,3,山东,0.02,1,0.06892202679478683,0.01872971683987593,0.01872971683987593,True,0.01872971683987593,True
2,3,河南,0.02,1,0.05937102807378291,0.018906126738810855,0.018906126738810855,True,0.018906126738810855,True
2,3,湖北,0.02,1,0.040044697087704216,0.01926271798470133,0.01926271798470133,True,0.01926271798470133,True
2,3,湖南,0.02,1,0.02206701218325156,0.01959397819085186,0.01959397819085186,True,0.01959397819085186,True
2,3,广东,0.02,1,0.045048029371518965,0.019170448987774116,0.019170448987774116,True,0.019170448987774116,True
2,3,广西,0.02,1,0.03637382456647036,0.019330393185101852,0.019330393185101852,True,0.019330393185101852,True
2,3,海南,0.02,1,0.027963724364002344,0.019485371754230936,0.019485371754230936,True,0.019485371754230936,True
2,3,重庆,0.02,1,0.049686711943930977,0.019084874864253837,0.019084874864253837,True,0.019084874864253837,True
2,3,四川,0.02,1,0.010782650770128166,0.019801685822735875,0.019801685822735875,True,0.019801685822735875,True
2,3,贵州,0.02,1,0.02212936068262254,0.019592830090328927,0.019592830090328927,True,0.019592830090328927,True
2,3,云南,0.02,1,0.029568731957169938,0.019455802482018072,0.019455802482018072,True,0.019455802482018072,True
2,3,西藏,0.02,1,0.2837596352791583,0.014729461722625348,0.014729461722625348,True,0.014729461722625348,True
2,3,陕西,0.02,1,0.05109219959757891,0.019058940853329893,0.019058940853329893,True,0.019058940853329893,True
2,3,甘肃,0.02,1,0.006163422815411727,0.019886661499636943,0.019886661499636943,True,0.019886661499636943,True
2,3,青海,0.02,1,0.12022999455338848,0.01777996111430564,0.01777996111430564,True,0.01777996111430564,True
2,3,宁夏,0.02,1,0.1230684752371874,0.017727315871499987,0.017727315871499987,True,0.017727315871499987,True
2,3,新疆,0.02,1,0.3,0.014424565870159915,0.014424565870159915,True,0.014424565870159915,True
3,4,北京,0.02,2,0.12116569491184198,0.017762607885975803,0.017762607885975803,True,0.017762607885975803,True
3,4,天津,0.02,2,0.19817398532280342,0.01633043284004146,0.01633043284004146,True,0.01633043284004146,True
3,4,河北,0.02,2,0.04042780400496038,0.019255654095097413,0.019255654095097413,True,0.019255654095097413,True
3,4,山西,0.02,2,0.0385356371748285,0.01929054077481441,0.01929054077481441,True,0.01929054077481441,True
3,4,内蒙古,0.02,2,0.13838331231905796,0.017443086560031563,0.017443086560031563,True,0.017443086560031563,True
3,4,辽宁,0.02,2,0.07632297463521798,0.01859293540504855,0.01859293540504855,True,0.01859293540504855,True
3,4,吉林,0.02,2,0.1023070236880023,0.018112130014698847,0.018112130014698847,True,0.018112130014698847,True
3,4,黑龙江,0.02,2,0.06479729188901276,0.01880591688995633,0.01880591688995633,True,0.01880591688995633,True
3,4,上海,0.02,2,0.11875593934055706,0.01780729614804714,0.01780729614804714,True,0.01780729614804714,True
3,4,江苏,0.02,2,0.08033848825905156,0.018518691684590402,0.018518691684590402,True,0.018518691684590402,True
3,4,浙江,0.02,2,0.06276806168696052,0.018843396414647478,0.018843396414647478,True,0.018843396414647478,True
3,4,安徽,0.02,2,0.0,0.02,0.02,True,0.02,True
3,4,福建,0.02,2,0.0649064986932153,0.018803899703814988,0.018803899703814988,True,0.018803899703814988,True
3,4,江西,0.02,2,0.019675113595976762,0.019638019283150888,0.019638019283150888,True,0.019638019283150888,True
3,4,山东,0.02,2,0.06892202679478683,0.01872971683987593,0.01872971683987593,True,0.01872971683987593,True
3,4,河南,0.02,2,0.05937102807378291,0.018906126738810855,0.018906126738810855,True,0.018906126738810855,True
3,4,湖北,0.02,2,0.040044697087704216,0.01926271798470133,0.01926271798470133,True,0.01926271798470133,True
3,4,湖南,0.02,2,0.02206701218325156,0.01959397819085186,0.01959397819085186,True,0.01959397819085186,True
3,4,广东,0.02,2,0.045048029371518965,0.019170448987774116,0.019170448987774116,True,0.019170448987774116,True
3,4,广西,0.02,2,0.03637382456647036,0.019330393185101852,0.019330393185101852,True,0.019330393185101852,True
3,4,海南,0.02,2,0.027963724364002344,0.019485371754230936,0.019485371754230936,True,0.019485371754230936,True
3,4,重庆,0.02,2,0.049686711943930977,0.019084874864253837,0.019084874864253837,True,0.019084874864253837,True
3,4,四川,0.02,2,0.010782650770128166,0.019801685822735875,0.019801685822735875,True,0.019801685822735875,True
3,4,贵州,0.02,2,0.02212936068262254,0.019592830090328927,0.019592830090328927,True,0.019592830090328927,True
3,4,云南,0.02,2,0.029568731957169938,0.019455802482018072,0.019455802482018072,True,0.019455802482018072,True
3,4,西藏,0.02,2,0.2837596352791583,0.014729461722625348,0.014729461722625348,True,0.014729461722625348,True
3,4,陕西,0.02,2,0.05109219959757891,0.019058940853329893,0.019058940853329893,True,0.019058940853329893,True
3,4,甘肃,0.02,2,0.006163422815411727,0.019886661499636943,0.019886661499636943,True,0.019886661499636943,True
3,4,青海,0.02,2,0.12022999455338848,0.01777996111430564,0.01777996111430564,True,0.01777996111430564,True
3,4,宁夏,0.02,2,0.1230684752371874,0.017727315871499987,0.017727315871499987,True,0.017727315871499987,True
3,4,新疆,0.02,2,0.3,0.014424565870159915,0.014424565870159915,True,0.014424565870159915,True
4,5,北京,0.02,3,0.12116569491184198,0.017762607885975803,0.017762607885975803,True,0.017762607885975803,True
4,5,天津,0.02,3,0.19817398532280342,0.01633043284004146,0.01633043284004146,True,0.01633043284004146,True
4,5,河北,0.02,3,0.04042780400496038,0.019255654095097413,0.019255654095097413,True,0.019255654095097413,True
4,5,山西,0.02,3,0.0385356371748285,0.01929054077481441,0.01929054077481441,True,0.01929054077481441,True
4,5,内蒙古,0.02,3,0.13838331231905796,0.017443086560031563,0.017443086560031563,True,0.017443086560031563,True
4,5,辽宁,0.02,3,0.07632297463521798,0.01859293540504855,0.01859293540504855,True,0.01859293540504855,True
4,5,吉林,0.02,3,0.1023070236880023,0.018112130014698847,0.018112130014698847,True,0.018112130014698847,True
4,5,黑龙江,0.02,3,0.06479729188901276,0.01880591688995633,0.01880591688995633,True,0.01880591688995633,True
4,5,上海,0.02,3,0.11875593934055706,0.01780729614804714,0.01780729614804714,True,0.01780729614804714,True
4,5,江苏,0.02,3,0.08033848825905156,0.018518691684590402,0.018518691684590402,True,0.018518691684590402,True
4,5,浙江,0.02,3,0.06276806168696052,0.018843396414647478,0.018843396414647478,True,0.018843396414647478,True
4,5,安徽,0.02,3,0.0,0.02,0.02,True,0.02,True
4,5,福建,0.02,3,0.0649064986932153,0.018803899703814988,0.018803899703814988,True,0.018803899703814988,True
4,5,江西,0.02,3,0.019675113595976762,0.019638019283150888,0.019638019283150888,True,0.019638019283150888,True
4,5,山东,0.02,3,0.06892202679478683,0.01872971683987593,0.01872971683987593,True,0.01872971683987593,True
4,5,河南,0.02,3,0.05937102807378291,0.018906126738810855,0.018906126738810855,True,0.018906126738810855,True
4,5,湖北,0.02,3,0.040044697087704216,0.01926271798470133,0.01926271798470133,True,0.01926271798470133,True
4,5,湖南,0.02,3,0.02206701218325156,0.01959397819085186,0.01959397819085186,True,0.01959397819085186,True
4,5,广东,0.02,3,0.045048029371518965,0.019170448987774116,0.019170448987774116,True,0.019170448987774116,True
4,5,广西,0.02,3,0.03637382456647036,0.019330393185101852,0.019330393185101852,True,0.019330393185101852,True
4,5,海南,0.02,3,0.027963724364002344,0.019485371754230936,0.019485371754230936,True,0.019485371754230936,True
4,5,重庆,0.02,3,0.049686711943930977,0.019084874864253837,0.019084874864253837,True,0.019084874864253837,True
4,5,四川,0.02,3,0.010782650770128166,0.019801685822735875,0.019801685822735875,True,0.019801685822735875,True
4,5,贵州,0.02,3,0.02212936068262254,0.019592830090328927,0.019592830090328927,True,0.019592830090328927,True
4,5,云南,0.02,3,0.029568731957169938,0.019455802482018072,0.019455802482018072,True,0.019455802482018072,True
4,5,西藏,0.02,3,0.2837596352791583,0.014729461722625348,0.014729461722625348,True,0.014729461722625348,True
4,5,陕西,0.02,3,0.05109219959757891,0.019058940853329893,0.019058940853329893,True,0.019058940853329893,True
4,5,甘肃,0.02,3,0.006163422815411727,0.019886661499636943,0.019886661499636943,True,0.019886661499636943,True
4,5,青海,0.02,3,0.12022999455338848,0.01777996111430564,0.01777996111430564,True,0.01777996111430564,True
4,5,宁夏,0.02,3,0.1230684752371874,0.017727315871499987,0.017727315871499987,True,0.017727315871499987,True
4,5,新疆,0.02,3,0.3,0.014424565870159915,0.014424565870159915,True,0.014424565870159915,True
5,6,北京,0.02,4,0.12116569491184198,0.017762607885975803,0.017762607885975803,True,0.017762607885975803,True
5,6,天津,0.02,4,0.19817398532280342,0.01633043284004146,0.01633043284004146,True,0.01633043284004146,True
5,6,河北,0.02,4,0.04042780400496038,0.019255654095097413,0.019255654095097413,True,0.019255654095097413,True
5,6,山西,0.02,4,0.0385356371748285,0.01929054077481441,0.01929054077481441,True,0.01929054077481441,True
5,6,内蒙古,0.02,4,0.13838331231905796,0.017443086560031563,0.017443086560031563,True,0.017443086560031563,True
5,6,辽宁,0.02,4,0.07632297463521798,0.01859293540504855,0.01859293540504855,True,0.01859293540504855,True
5,6,吉林,0.02,4,0.1023070236880023,0.018112130014698847,0.018112130014698847,True,0.018112130014698847,True
5,6,黑龙江,0.02,4,0.06479729188901276,0.01880591688995633,0.01880591688995633,True,0.01880591688995633,True
5,6,上海,0.02,4,0.11875593934055706,0.01780729614804714,0.01780729614804714,True,0.01780729614804714,True
5,6,江苏,0.02,4,0.08033848825905156,0.018518691684590402,0.018518691684590402,True,0.018518691684590402,True
5,6,浙江,0.02,4,0.06276806168696052,0.018843396414647478,0.018843396414647478,True,0.018843396414647478,True
5,6,安徽,0.02,4,0.0,0.02,0.02,True,0.02,True
5,6,福建,0.02,4,0.0649064986932153,0.018803899703814988,0.018803899703814988,True,0.018803899703814988,True
5,6,江西,0.02,4,0.019675113595976762,0.019638019283150888,0.019638019283150888,True,0.019638019283150888,True
5,6,山东,0.02,4,0.06892202679478683,0.01872971683987593,0.01872971683987593,True,0.01872971683987593,True
5,6,河南,0.02,4,0.05937102807378291,0.018906126738810855,0.018906126738810855,True,0.018906126738810855,True
5,6,湖北,0.02,4,0.040044697087704216,0.01926271798470133,0.01926271798470133,True,0.01926271798470133,True
5,6,湖南,0.02,4,0.02206701218325156,0.01959397819085186,0.01959397819085186,True,0.01959397819085186,True
5,6,广东,0.02,4,0.045048029371518965,0.019170448987774116,0.019170448987774116,True,0.019170448987774116,True
5,6,广西,0.02,4,0.03637382456647036,0.019330393185101852,0.019330393185101852,True,0.019330393185101852,True
5,6,海南,0.02,4,0.027963724364002344,0.019485371754230936,0.019485371754230936,True,0.019485371754230936,True
5,6,重庆,0.02,4,0.049686711943930977,0.019084874864253837,0.019084874864253837,True,0.019084874864253837,True
5,6,四川,0.02,4,0.010782650770128166,0.019801685822735875,0.019801685822735875,True,0.019801685822735875,True
5,6,贵州,0.02,4,0.02212936068262254,0.019592830090328927,0.019592830090328927,True,0.019592830090328927,True
5,6,云南,0.02,4,0.029568731957169938,0.019455802482018072,0.019455802482018072,True,0.019455802482018072,True
5,6,西藏,0.02,4,0.2837596352791583,0.014729461722625348,0.014729461722625348,True,0.014729461722625348,True
5,6,陕西,0.02,4,0.05109219959757891,0.019058940853329893,0.019058940853329893,True,0.019058940853329893,True
