step,province,zt_adjusted,zt_before,zt_after,govinv_action,govinv_before,govinv_after
1,北京,False,0.0016341152925786636,0.0016341152925786636,NONE,49270438.3129602,49270438.3129602
1,天津,False,0.0006331796953290661,0.0006331796953290661,NONE,51336802.8150781,51336802.8150781
1,河北,False,0.00020325561576148244,0.00020325561576148244,NONE,90356776.0949341,90356776.0949341
1,山西,False,0.0006904139506587265,0.0006904139506587265,NONE,37758335.6649879,37758335.6649879
1,内蒙古,False,0.0006509396292199082,0.0006509396292199082,NONE,56986309.349860296,56986309.349860296
1,辽宁,False,0.0002864698302222306,0.0002864698302222306,NONE,67054545.412681095,67054545.412681095
1,吉林,False,0.00047331941528535383,0.00047331941528535383,NONE,52390313.5226049,52390313.5226049
1,黑龙江,False,0.0005703841154289705,0.0005703841154289705,NONE,44224774.7160286,44224774.7160286
1,上海,False,0.0015030642394494576,0.0015030642394494576,NONE,54021103.923275396,54021103.923275396
1,江苏,False,0.0001820044285805966,0.0001820044285805966,NONE,149374736.001046,149374736.001046
1,浙江,False,0.0004481765543902068,0.0004481765543902068,NONE,98142144.3554609,98142144.3554609
1,安徽,False,0.000641551386937363,0.000641551386937363,NONE,54313245.2543264,54313245.2543264
1,福建,False,0.0007909691648437431,0.0007909691648437431,NONE,75562152.8770214,75562152.8770214
1,江西,False,0.0005972473033647159,0.0005972473033647159,NONE,38642602.7655129,38642602.7655129
1,山东,False,0.00033054728607754435,0.00033054728607754435,NONE,157288007.639664,157288007.639664
1,河南,False,0.0006181110089804474,0.0006181110089804474,NONE,128897630.76160501,128897630.76160501
1,湖北,False,0.0006926198455034483,0.0006926198455034483,NONE,76781442.8482972,76781442.8482972
1,湖南,False,0.0006933324069686307,0.0006933324069686307,NONE,64972845.9653664,64972845.9653664
1,广东,False,0.0009725027967433352,0.0009725027967433352,NONE,157153836.749134,157153836.749134
1,广西,False,0.0006223369520165091,0.0006223369520165091,NONE,52819779.099576995,52819779.099576995
1,海南,False,0.00038281495183633223,0.00038281495183633223,NONE,10030399.0365303,10030399.0365303
1,重庆,False,0.0006868337888017926,0.0006868337888017926,NONE,39300958.3175844,39300958.3175844
1,四川,False,0.0007046610342276092,0.0007046610342276092,NONE,69531075.8089531,69531075.8089531
1,贵州,False,0.0006090843098101169,0.0006090843098101169,NONE,32803436.570136297,32803436.570136297
1,云南,False,0.0007110216288681008,0.0007110216288681008,NONE,53834280.8089249,53834280.8089249
1,西藏,False,0.0007579273359250301,0.0007579273359250301,NONE,6015865.97237512,6015865.97237512
1,陕西,False,0.000652876469041312,0.000652876469041312,NONE,50576819.2081364,50576819.2081364
1,甘肃,False,0.0005131096729274248,0.0005131096729274248,NONE,18423950.2203418,18423950.2203418
1,青海,False,0.0005277056201467056,0.0005277056201467056,NONE,13038007.4590434,13038007.4590434
1,宁夏,False,0.000594643144096446,0.000594643144096446,NONE,13881227.2259032,13881227.2259032
1,新疆,False,0.0006624231201077291,0.0006624231201077291,NONE,35352199.6021162,35352199.6021162
2,北京,False,0.0016341152925786636,0.0016341152925786636,NONE,49270438.3129602,49270438.3129602
2,天津,False,0.0006331796953290661,0.0006331796953290661,NONE,51336802.8150781,51336802.8150781
2,河北,False,0.00020325561576148244,0.00020325561576148244,NONE,90356776.0949341,90356776.0949341
2,山西,False,0.0006904139506587265,0.0006904139506587265,NONE,37758335.6649879,37758335.6649879
2,内蒙古,False,0.0006509396292199082,0.0006509396292199082,NONE,56986309.349860296,56986309.349860296
2,辽宁,False,0.0002864698302222306,0.0002864698302222306,NONE,67054545.412681095,67054545.412681095
2,吉林,False,0.00047331941528535383,0.00047331941528535383,NONE,52390313.5226049,52390313.5226049
2,黑龙江,False,0.0005703841154289705,0.0005703841154289705,NONE,44224774.7160286,44224774.7160286
2,上海,False,0.0015030642394494576,0.0015030642394494576,NONE,54021103.923275396,54021103.923275396
2,江苏,False,0.0001820044285805966,0.0001820044285805966,NONE,149374736.001046,149374736.001046
2,浙江,False,0.0004481765543902068,0.0004481765543902068,NONE,98142144.3554609,98142144.3554609
2,安徽,False,0.000641551386937363,0.000641551386937363,NONE,54313245.2543264,54313245.2543264
2,福建,False,0.0007909691648437431,0.0007909691648437431,NONE,75562152.8770214,75562152.8770214
2,江西,False,0.0005972473033647159,0.0005972473033647159,NONE,38642602.7655129,38642602.7655129
2,山东,False,0.00033054728607754435,0.00033054728607754435,NONE,157288007.639664,157288007.639664
2,河南,False,0.0006181110089804474,0.0006181110089804474,NONE,128897630.76160501,128897630.76160501
2,湖北,False,0.0006926198455034483,0.0006926198455034483,NONE,76781442.8482972,76781442.8482972
2,湖南,False,0.0006933324069686307,0.0006933324069686307,NONE,64972845.9653664,64972845.9653664
2,广东,False,0.0009725027967433352,0.0009725027967433352,NONE,157153836.749134,157153836.749134
2,广西,False,0.0006223369520165091,0.0006223369520165091,NONE,52819779.099576995,52819779.099576995
2,海南,False,0.00038281495183633223,0.00038281495183633223,NONE,10030399.0365303,10030399.0365303
2,重庆,False,0.0006868337888017926,0.0006868337888017926,NONE,39300958.3175844,39300958.3175844
2,四川,False,0.0007046610342276092,0.0007046610342276092,NONE,69531075.8089531,69531075.8089531
2,贵州,False,0.0006090843098101169,0.0006090843098101169,NONE,32803436.570136297,32803436.570136297
2,云南,False,0.0007110216288681008,0.0007110216288681008,NONE,53834280.8089249,53834280.8089249
2,西藏,False,0.0007579273359250301,0.0007579273359250301,NONE,6015865.97237512,6015865.97237512
2,陕西,False,0.000652876469041312,0.000652876469041312,NONE,50576819.2081364,50576819.2081364
2,甘肃,False,0.0005131096729274248,0.0005131096729274248,NONE,18423950.2203418,18423950.2203418
2,青海,False,0.0005277056201467056,0.0005277056201467056,NONE,13038007.4590434,13038007.4590434
2,宁夏,False,0.000594643144096446,0.000594643144096446,NONE,13881227.2259032,13881227.2259032
2,新疆,False,0.0006624231201077291,0.0006624231201077291,NONE,35352199.6021162,35352199.6021162
3,北京,False,0.0016341152925786636,0.0016341152925786636,NONE,49270438.3129602,49270438.3129602
3,天津,False,0.0006331796953290661,0.0006331796953290661,NONE,51336802.8150781,51336802.8150781
3,河北,False,0.00020325561576148244,0.00020325561576148244,NONE,90356776.0949341,90356776.0949341
3,山西,False,0.0006904139506587265,0.0006904139506587265,NONE,37758335.6649879,37758335.6649879
3,内蒙古,False,0.0006509396292199082,0.0006509396292199082,NONE,56986309.349860296,56986309.349860296
3,辽宁,False,0.0002864698302222306,0.0002864698302222306,NONE,67054545.412681095,67054545.412681095
3,吉林,False,0.00047331941528535383,0.00047331941528535383,NONE,52390313.5226049,52390313.5226049
3,黑龙江,False,0.0005703841154289705,0.0005703841154289705,NONE,44224774.7160286,44224774.7160286
3,上海,False,0.0015030642394494576,0.0015030642394494576,NONE,54021103.923275396,54021103.923275396
3,江苏,False,0.0001820044285805966,0.0001820044285805966,NONE,149374736.001046,149374736.001046
3,浙江,False,0.0004481765543902068,0.0004481765543902068,NONE,98142144.3554609,98142144.3554609
3,安徽,False,0.000641551386937363,0.000641551386937363,NONE,54313245.2543264,54313245.2543264
3,福建,False,0.0007909691648437431,0.0007909691648437431,NONE,75562152.8770214,75562152.8770214
3,江西,False,0.0005972473033647159,0.0005972473033647159,NONE,38642602.7655129,38642602.7655129
3,山东,False,0.00033054728607754435,0.00033054728607754435,NONE,157288007.639664,157288007.639664
3,河南,False,0.0006181110089804474,0.0006181110089804474,NONE,128897630.76160501,128897630.76160501
3,湖北,False,0.0006926198455034483,0.0006926198455034483,NONE,76781442.8482972,76781442.8482972
3,湖南,False,0.0006933324069686307,0.0006933324069686307,NONE,64972845.9653664,64972845.9653664
3,广东,False,0.0009725027967433352,0.0009725027967433352,NONE,157153836.749134,157153836.749134
3,广西,False,0.0006223369520165091,0.0006223369520165091,NONE,52819779.099576995,52819779.099576995
3,海南,False,0.00038281495183633223,0.00038281495183633223,NONE,10030399.0365303,10030399.0365303
3,重庆,False,0.0006868337888017926,0.0006868337888017926,NONE,39300958.3175844,39300958.3175844
3,四川,False,0.0007046610342276092,0.0007046610342276092,NONE,69531075.8089531,69531075.8089531
3,贵州,False,0.0006090843098101169,0.0006090843098101169,NONE,32803436.570136297,32803436.570136297
3,云南,False,0.0007110216288681008,0.0007110216288681008,NONE,53834280.8089249,53834280.8089249
3,西藏,False,0.0007579273359250301,0.0007579273359250301,NONE,6015865.97237512,6015865.97237512
3,陕西,False,0.000652876469041312,0.000652876469041312,NONE,50576819.2081364,50576819.2081364
3,甘肃,False,0.0005131096729274248,0.0005131096729274248,NONE,18423950.2203418,18423950.2203418
3,青海,False,0.0005277056201467056,0.0005277056201467056,NONE,13038007.4590434,13038007.4590434
3,宁夏,False,0.000594643144096446,0.000594643144096446,NONE,13881227.2259032,13881227.2259032
3,新疆,False,0.0006624231201077291,0.0006624231201077291,NONE,35352199.6021162,35352199.6021162
4,北京,True,0.0016341152925786636,1.1567526826671635,LOW_RA_DECREASE_0P9,49270438.3129602,44343394.48166418
4,天津,True,0.0006331796953290661,0.49097724585533403,LOW_RA_DECREASE_0P9,51336802.8150781,46203122.53357029
4,河北,True,0.00020325561576148244,0.7671113303718086,LOW_RA_DECREASE_0P9,90356776.0949341,81321098.4854407
4,山西,True,0.0006904139506587265,0.7421543797562693,LOW_RA_DECREASE_0P9,37758335.6649879,33982502.09848911
4,内蒙古,True,0.0006509396292199082,0.548468659694467,LOW_RA_DECREASE_0P9,56986309.349860296,51287678.41487427
4,辽宁,True,0.0002864698302222306,0.7024597830832435,LOW_RA_DECREASE_0P9,67054545.412681095,60349090.871412985
4,吉林,True,0.00047331941528535383,0.4086291282096365,LOW_RA_DECREASE_0P9,52390313.5226049,47151282.17034441
4,黑龙江,True,0.0005703841154289705,0.5340126178146921,LOW_RA_DECREASE_0P9,44224774.7160286,39802297.244425744
4,上海,True,0.0015030642394494576,1.2784601104197955,LOW_RA_DECREASE_0P9,54021103.923275396,48618993.53094786
4,江苏,True,0.0001820044285805966,1.4841133869286858,LOW_RA_DECREASE_0P9,149374736.001046,134437262.4009414
4,浙江,True,0.0004481765543902068,1.2916178021881062,LOW_RA_DECREASE_0P9,98142144.3554609,88327929.91991481
4,安徽,True,0.000641551386937363,1.1943048929490467,LOW_RA_DECREASE_0P9,54313245.2543264,48881920.728893764
4,福建,True,0.0007909691648437431,0.9789553231386148,LOW_RA_DECREASE_0P9,75562152.8770214,68005937.58931926
4,江西,True,0.0005972473033647159,1.0358910220589348,LOW_RA_DECREASE_0P9,38642602.7655129,34778342.48896161
4,山东,True,0.00033054728607754435,1.030822106554423,LOW_RA_DECREASE_0P9,157288007.639664,141559206.8756976
4,河南,True,0.0006181110089804474,0.9026999657194398,LOW_RA_DECREASE_0P9,128897630.76160501,116007867.6854445
4,湖北,True,0.0006926198455034483,1.1315118859239708,LOW_RA_DECREASE_0P9,76781442.8482972,69103298.56346747
4,湖南,True,0.0006933324069686307,1.1157419407292595,LOW_RA_DECREASE_0P9,64972845.9653664,58475561.368829764
4,广东,True,0.0009725027967433352,1.5177874850713224,LOW_RA_DECREASE_0P9,157153836.749134,141438453.0742206
4,广西,True,0.0006223369520165091,0.706954145079166,LOW_RA_DECREASE_0P9,52819779.099576995,47537801.189619295
4,海南,True,0.00038281495183633223,0.6332644132752523,LOW_RA_DECREASE_0P9,10030399.0365303,9027359.13287727
4,重庆,True,0.0006868337888017926,0.9188777579272271,LOW_RA_DECREASE_0P9,39300958.3175844,35370862.48582596
4,四川,True,0.0007046610342276092,1.2506653829501253,LOW_RA_DECREASE_0P9,69531075.8089531,62577968.228057794
4,贵州,True,0.0006090843098101169,0.7959168756872512,LOW_RA_DECREASE_0P9,32803436.570136297,29523092.91312267
4,云南,True,0.0007110216288681008,0.7427824542350093,LOW_RA_DECREASE_0P9,53834280.8089249,48450852.72803241
4,西藏,True,0.0007579273359250301,0.2852230749303066,LOW_RA_DECREASE_0P9,6015865.97237512,5414279.3751376085
4,陕西,True,0.000652876469041312,0.8890036273020985,LOW_RA_DECREASE_0P9,50576819.2081364,45519137.28732276
4,甘肃,True,0.0005131096729274248,0.6657424018173745,LOW_RA_DECREASE_0P9,18423950.2203418,16581555.198307622
4,青海,True,0.0005277056201467056,0.29075678185525744,LOW_RA_DECREASE_0P9,13038007.4590434,11734206.71313906
4,宁夏,True,0.000594643144096446,0.3523216578387426,LOW_RA_DECREASE_0P9,13881227.2259032,12493104.50331288
4,新疆,True,0.0006624231201077291,0.6062701905125759,LOW_RA_DECREASE_0P9,35352199.6021162,31816979.641904578
5,北京,False,1.1567526826671635,1.1567526826671635,NONE,44343394.48166418,44343394.48166418
5,天津,False,0.49097724585533403,0.49097724585533403,NONE,46203122.53357029,46203122.53357029
5,河北,False,0.7671113303718086,0.7671113303718086,NONE,81321098.4854407,81321098.4854407
5,山西,False,0.7421543797562693,0.7421543797562693,NONE,33982502.09848911,33982502.09848911
5,内蒙古,False,0.548468659694467,0.548468659694467,NONE,51287678.41487427,51287678.41487427
5,辽宁,False,0.7024597830832435,0.7024597830832435,NONE,60349090.871412985,60349090.871412985
5,吉林,False,0.4086291282096365,0.4086291282096365,NONE,47151282.17034441,47151282.17034441
5,黑龙江,False,0.5340126178146921,0.5340126178146921,NONE,39802297.244425744,39802297.244425744
5,上海,False,1.2784601104197955,1.2784601104197955,NONE,48618993.53094786,48618993.53094786
5,江苏,False,1.4841133869286858,1.4841133869286858,NONE,134437262.4009414,134437262.4009414
5,浙江,False,1.2916178021881062,1.2916178021881062,NONE,88327929.91991481,88327929.91991481
5,安徽,False,1.1943048929490467,1.1943048929490467,NONE,48881920.728893764,48881920.728893764
5,福建,False,0.9789553231386148,0.9789553231386148,NONE,68005937.58931926,68005937.58931926
5,江西,False,1.0358910220589348,1.0358910220589348,NONE,34778342.48896161,34778342.48896161
5,山东,False,1.030822106554423,1.030822106554423,NONE,141559206.8756976,141559206.8756976
5,河南,False,0.9026999657194398,0.9026999657194398,NONE,116007867.6854445,116007867.6854445
5,湖北,False,1.1315118859239708,1.1315118859239708,NONE,69103298.56346747,69103298.56346747
5,湖南,False,1.1157419407292595,1.1157419407292595,NONE,58475561.368829764,58475561.368829764
5,广东,False,1.5177874850713224,1.5177874850713224,NONE,141438453.0742206,141438453.0742206
5,广西,False,0.706954145079166,0.706954145079166,NONE,47537801.189619295,47537801.189619295
5,海南,False,0.6332644132752523,0.6332644132752523,NONE,9027359.13287727,9027359.13287727
5,重庆,False,0.9188777579272271,0.9188777579272271,NONE,35370862.48582596,35370862.48582596
5,四川,False,1.2506653829501253,1.2506653829501253,NONE,62577968.228057794,62577968.228057794
5,贵州,False,0.7959168756872512,0.7959168756872512,NONE,29523092.91312267,29523092.91312267
5,云南,False,0.7427824542350093,0.7427824542350093,NONE,48450852.72803241,48450852.72803241
5,西藏,False,0.2852230749303066,0.2852230749303066,NONE,5414279.3751376085,5414279.3751376085
5,陕西,False,0.8890036273020985,0.8890036273020985,NONE,45519137.28732276,45519137.28732276
5,甘肃,False,0.6657424018173745,0.6657424018173745,NONE,16581555.198307622,16581555.198307622
5,青海,False,0.29075678185525744,0.29075678185525744,NONE,11734206.71313906,11734206.71313906
5,宁夏,False,0.3523216578387426,0.3523216578387426,NONE,12493104.50331288,12493104.50331288
5,新疆,False,0.6062701905125759,0.6062701905125759,NONE,31816979.641904578,31816979.641904578
6,北京,True,1.1567526826671635,1.2575784767987246,HIGH_RA_INCREASE_1P1,44343394.48166418,48777733.9298306
6,天津,True,0.49097724585533403,0.5402273398259859,HIGH_RA_INCREASE_1P1,46203122.53357029,50823434.78692732
