turn,province_index,province,return_level_name,return_level,observed_K_over_Y,observed_Y_over_K,mt_saved_identity,alpha,K_over_Y_for_pure_MPK_equal_return,K_over_Y_for_rk_minus_delta_equal_return,K_over_Y_for_full_ra0_equal_return,geometry_status
1,0,北京,ramin,0.02,0.767497884745976,1.3029351870213646,1.028950953530941,0.7380939146868483,37.973121865620875,16.876943051387055,16.876943051387055,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,0,北京,ramax,0.09,0.767497884745976,1.3029351870213646,1.028950953530941,0.7380939146868483,8.438471525693528,6.604021194021022,6.604021194021022,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,1,天津,ramin,0.02,1.8480687722232245,0.5411054042090658,0.9804769641291595,0.7380939146868483,36.184204035718395,16.081868460319285,16.081868460319285,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,1,天津,ramax,0.09,1.8480687722232245,0.5411054042090658,0.9804769641291595,0.7380939146868483,8.040934230159642,6.292905049690155,6.292905049690155,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,2,河北,ramin,0.02,2.063359325140158,0.48464656049768395,0.9911926909659918,0.7380939146868483,36.57966467420402,16.257628744090674,16.257628744090674,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,2,河北,ramax,0.09,2.063359325140158,0.48464656049768395,0.9911926909659918,0.7380939146868483,8.128814372045337,6.361680812905047,6.361680812905047,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,3,山西,ramin,0.02,1.6235568710842074,0.6159316115192209,0.9929068213580279,0.7380939146868483,36.64292413477109,16.285744059898263,16.285744059898263,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,3,山西,ramax,0.09,1.6235568710842074,0.6159316115192209,0.9929068213580279,0.7380939146868483,8.142872029949132,6.37268245822106,6.37268245822106,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,4,内蒙古,ramin,0.02,2.252115751286746,0.4440269108853087,0.9790599304042087,0.7380939146868483,36.131908837253775,16.058626149890568,16.07429397648709,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,4,内蒙古,ramax,0.09,2.252115751286746,0.4440269108853087,0.9790599304042087,0.7380939146868483,8.029313074945284,6.283810232565875,6.2899411212340794,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,5,辽宁,ramin,0.02,1.9696711818570631,0.507698954633215,0.9878343169730804,0.7380939146868483,36.45572490383349,16.202544401703776,16.202544401703776,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,5,辽宁,ramax,0.09,1.9696711818570631,0.507698954633215,0.9878343169730804,0.7380939146868483,8.101272200851888,6.340126070231912,6.340126070231912,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,6,吉林,ramin,0.02,2.6280395118076783,0.3805117828354708,0.975430455321494,0.7380939146868483,35.99796416365081,15.999095183844807,16.075254261819907,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,6,吉林,ramax,0.09,2.6280395118076783,0.3805117828354708,0.975430455321494,0.7380939146868483,7.999547591922403,6.260515506721881,6.290316885059964,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,7,黑龙江,ramin,0.02,2.196621990534151,0.45524446368527466,0.9822430418844241,0.7380939146868483,36.249380597919625,16.11083582129761,16.11083582129761,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,7,黑龙江,ramax,0.09,2.196621990534151,0.45524446368527466,0.9822430418844241,0.7380939146868483,8.055417910648805,6.304240103986022,6.304240103986022,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,8,上海,ramin,0.02,0.8195872465544781,1.2201263553135704,1.026342872181298,0.7380939146868483,37.87687141696189,16.834165074205284,16.834165074205284,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,8,上海,ramax,0.09,0.8195872465544781,1.2201263553135704,1.026342872181298,0.7380939146868483,8.417082537102642,6.587281985558589,6.587281985558589,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,9,江苏,ramin,0.02,1.3405171023734612,0.7459807847504845,1.014574167975985,0.7380939146868483,37.44255096907734,16.64113376403437,16.64113376403437,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,9,江苏,ramax,0.09,1.3405171023734612,0.7459807847504845,1.014574167975985,0.7380939146868483,8.320566882017186,6.511747994622146,6.511747994622146,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,10,浙江,ramin,0.02,1.2155969249474134,0.8226411069962685,1.0157803279623066,0.7380939146868483,37.48706393637947,16.660917305057545,16.660917305057545,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,10,浙江,ramax,0.09,1.2155969249474134,0.8226411069962685,1.0157803279623066,0.7380939146868483,8.330458652528772,6.519489380239909,6.519489380239909,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,11,安徽,ramin,0.02,1.155382016817487,0.8655145964228449,1.0181953419002816,0.7380939146868483,37.57618929095464,16.700528573757616,16.700528573757616,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,11,安徽,ramax,0.09,1.155382016817487,0.8655145964228449,1.0181953419002816,0.7380939146868483,8.350264286878808,6.534989441905155,6.534989441905155,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,12,福建,ramin,0.02,1.1537017712873257,0.8667751275827359,1.0122266468364405,0.7380939146868483,37.355916415692505,16.60262951808556,16.60262951808556,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,12,福建,ramax,0.09,1.1537017712873257,0.8667751275827359,1.0122266468364405,0.7380939146868483,8.30131475904278,6.496681115772611,6.496681115772611,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,13,江西,ramin,0.02,1.1635210695856648,0.8594601560211579,1.0128142886249174,0.7380939146868483,37.377603157097035,16.612268069820903,16.612268069820903,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,13,江西,ramax,0.09,1.1635210695856648,0.8594601560211579,1.0128142886249174,0.7380939146868483,8.306134034910452,6.500452722973398,6.500452722973398,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,14,山东,ramin,0.02,2.0183363767095575,0.4954575518429067,0.9954802946842787,0.7380939146868483,36.73789738485683,16.327954393269703,16.327954393269703,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,14,山东,ramax,0.09,2.0183363767095575,0.4954575518429067,0.9954802946842787,0.7380939146868483,8.163977196634852,6.389199545192493,6.389199545192493,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,15,河南,ramin,0.02,2.140702595272369,0.4671363514990118,0.9926719440021107,0.7380939146868483,36.63425605741609,16.28189158107382,16.28189158107382,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,15,河南,ramax,0.09,2.140702595272369,0.4671363514990118,0.9926719440021107,0.7380939146868483,8.14094579053691,6.371174966507146,6.371174966507146,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,16,湖北,ramin,0.02,1.3491942673895396,0.7411831077038513,1.0084390567197774,0.7380939146868483,37.21613655487065,16.54050513549807,16.54050513549807,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,16,湖北,ramax,0.09,1.3491942673895396,0.7411831077038513,1.0084390567197774,0.7380939146868483,8.270252567749035,6.472371574760114,6.472371574760114,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,17,湖南,ramin,0.02,1.4796232421504523,0.6758477236047075,1.0049861300259584,0.7380939146868483,37.08870734584227,16.483869931485458,16.483869931485458,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,17,湖南,ramax,0.09,1.4796232421504523,0.6758477236047075,1.0049861300259584,0.7380939146868483,8.241934965742729,6.450209973189962,6.450209973189962,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
